"","species","ID","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory1","redlistCategory2","redlistCategory3","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16"
"131","Akodon molinae",224514,"Cricetidae","Rodentia",33,1,"Yes",-34.05,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Akodon mollis",292088,"Cricetidae","Rodentia",30.4,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Akodon montensis",837919,"Cricetidae","Rodentia",31.32,0,"Yes",-26.2894,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Akodon mystax",837918,"Cricetidae","Rodentia",18.5,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Akodon neocenus",3608361,"Cricetidae","Rodentia",42.4,1,"Yes",-38.0307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Akodon oenos",170300,"Cricetidae",NA,31.32,0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Akodon orophilus",754316,"Cricetidae","Rodentia",39,1,"Yes",-6.7166665,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Akodon paranaensis",896699,"Cricetidae","Rodentia",31.32,0,"Yes",-26.2812,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Akodon pervalens",3608354,"Cricetidae","Rodentia",31.32,0,"Yes",-22.243108,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Akodon philipmyersi",373077,"Cricetidae","Rodentia",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Akodon polopi",68879,"Cricetidae","Rodentia",NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Akodon reigi",896702,"Cricetidae","Rodentia",31.32,0,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Akodon sanctipaulensis",3608368,"Cricetidae","Rodentia",27.1,1,"Yes",-24.366667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Akodon serrensis",837921,"Cricetidae","Rodentia",28.3,1,"Yes",-22.8479945,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Akodon siberiae",360765,"Cricetidae","Rodentia",34.6,1,"Yes",-17.516667,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Akodon simulator",468305,"Cricetidae","Rodentia",42.5,1,"Yes",-26.463056,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Akodon spegazzinii",170300,"Cricetidae","Rodentia",28.6,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Akodon subfuscus",292092,"Cricetidae","Rodentia",30.4,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Akodon surdus",3608367,"Cricetidae","Rodentia",39,1,"Yes",-12.62708,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Akodon sylvanus",536358,"Cricetidae","Rodentia",39,1,"Yes",-24.283306,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Akodon tartareus",468309,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Akodon toba",360763,"Cricetidae","Rodentia",51.2,1,"Yes",-22.35,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Akodon torques",292096,"Cricetidae","Rodentia",39,1,"Yes",-13.16219,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Akodon urichi",360768,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Akodon varius",224515,"Cricetidae","Rodentia",40,1,"Yes",-23.2,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Akodon viridescens",398446,"Cricetidae","Rodentia",NA,NA,"Yes",-32.937034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Alcelaphus bakeri",7655481,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Alcelaphus buselaphus",989807,"Bovidae","Artiodactyla",171001.53,1,"No",NA,"Regionally Extinct","Least Concern",NA,"food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Alcelaphus caama",989782,"Bovidae","Artiodactyla",176115.97,1,"Yes",-19.1899575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Alcelaphus howardi",7655482,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Alcelaphus kattwinkeli",6146180,NA,"Artiodactyla",NA,NA,"Yes",-2.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Alcelaphus lichtensteini",363033,"Bovidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Alcelaphus lichtensteinii",363033,"Bovidae",NA,168695.66,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Alcelaphus tora",7655483,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Alces alces",460509,"Cervidae","Artiodactyla",356998.16,1,"No",NA,"Least Concern",NA,NA,"food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Alces americanus",196762,"Cervidae","Artiodactyla",541460.44,1,"Yes",59.450001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Alces bedfordiae",7655667,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Aletocyon multicuspus",3612594,NA,"Carnivora",NA,NA,"Yes",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Alexandromys mongolicus",839865,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Alexandromys mujanensis",7067199,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Alionycteris paucidentata",491371,"Pteropodidae","Chiroptera",16.15,1,"Yes",8.1583,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Allactaga balikunica",3608063,"Dipodidae","Rodentia",93.08,2,"Yes",43.25015,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Allactaga bullata",910642,"Dipodidae","Rodentia",89.35,2,"Yes",43.62437,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Allactaga elater",475305,"Dipodidae","Rodentia",59,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Allactaga euphratica",739520,"Dipodidae","Rodentia",232,1,"Yes",36.683333,"Near Threatened","Least Concern",NA,"food_animal","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Allactaga firouzi",739517,"Dipodidae","Rodentia",92.39,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Allactaga hotsoni",1043408,"Dipodidae","Rodentia",76.5,1,"Yes",31.4235,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Allactaga major",852287,"Dipodidae","Rodentia",350,1,"Yes",46.98333,"Near Threatened","Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Allactaga severtzovi",3608064,"Dipodidae","Rodentia",159,1,"Yes",43.84198,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Allactaga sibirica",814883,"Dipodidae","Rodentia",97.5,1,"Yes",45.53862,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Allactaga tetradactyla",3608061,"Dipodidae","Rodentia",52,1,"No",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Allactaga toussi",164964,"Dipodidae","Rodentia",NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Allactaga vinogradovi",3608062,"Dipodidae",NA,90.51,2,"Yes",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Allactaga williamsi",164961,"Dipodidae","Rodentia",116.74,0,"Yes",38.95,"Near Threatened","Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Allactodipus bobrinskii",85039,"Dipodidae","Rodentia",65.3,1,"Yes",42.5,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Allenopithecus nigroviridis",721471,"Cercopithecidae","Primates",4749.96,1,"Yes",-1.752792,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Allocebus trichotis",516007,"Cheirogaleidae","Primates",77.5,1,"Yes",-18.835793,"Endangered",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Allochrocebus lhoesti",954691,"Cercopithecidae","Primates",NA,NA,"Yes",-0.3667,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Allochrocebus preussi",283455,"Cercopithecidae","Primates",NA,NA,"No",NA,"Endangered",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Allochrocebus solatus",807150,"Cercopithecidae","Primates",NA,NA,"Yes",-0.5,"Near Threatened",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Allocricetulus curtatus",270176,"Cricetidae","Rodentia",47.83,1,"Yes",45.7035,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Allocricetulus eversmanni",753012,"Cricetidae","Rodentia",115.56,1,"Yes",48.048,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Allocricetulus jezreelicus",7654603,NA,"Rodentia",NA,NA,"Yes",32.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Alopex praeglacialis",7655973,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Alouatta arctoidea",3607552,NA,"Primates",NA,NA,"Yes",8.4531695,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Alouatta belzebul",1058654,"Atelidae","Primates",6400,1,"No",NA,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Alouatta caraya",791697,"Atelidae","Primates",5862.46,1,"Yes",-26.96315,"Near Threatened",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Alouatta coibensis",3607546,"Atelidae",NA,6320.06,0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Alouatta discolor",3607550,NA,"Primates",NA,NA,"Yes",-9.417492,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Alouatta guariba",558069,"Atelidae","Primates",5188.33,1,"No",NA,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Alouatta juara",3607545,NA,NA,NA,NA,"Yes",NA,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Alouatta macconnelli",512634,"Atelidae","Primates",6320.06,0,"No",NA,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Alouatta nigerrima",1058654,"Atelidae","Primates",6320.06,0,"No",NA,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Alouatta palliata",1012045,"Atelidae","Primates",7274.95,1,"No",NA,"Vulnerable",NA,NA,"food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Alouatta pigra",558066,"Atelidae","Primates",7000.03,1,"Yes",17.558422,"Endangered",NA,NA,"food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Alouatta puruensis",NA,NA,NA,NA,NA,"No",NA,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Alouatta sara",814670,"Atelidae","Primates",6611.04,1,"Yes",-12.802183,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Alouatta seniculus",791699,"Atelidae","Primates",6145.54,1,"No",NA,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Alouatta stramineus",659847,"Atelidae","Primates",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Alouatta ululata",3607551,NA,"Primates",NA,NA,"Yes",-2.5667,"Endangered",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Alouatta villosa",7655100,NA,"Primates",NA,NA,"Yes",16.2406245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Alticola albicaudus",3608470,"Cricetidae","Rodentia",34.53,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Alticola argentatus",118432,"Cricetidae","Rodentia",37.7,1,"Yes",37.0381,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Alticola barakshin",118430,"Cricetidae","Rodentia",33.6,2,"Yes",43.617917,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Alticola lemminus",3608465,"Cricetidae","Rodentia",33.56,2,"Yes",61.849722,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Alticola macrotis",910203,"Cricetidae","Rodentia",36,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Alticola montosa",3608469,"Cricetidae","Rodentia",34.53,2,"Yes",33.91667,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Alticola olchonensis",3608471,"Cricetidae","Rodentia",36.96,0,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Alticola roylei",3608467,"Cricetidae","Rodentia",37,1,"Yes",36.716671,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Alticola semicanus",480666,"Cricetidae","Rodentia",33.39,2,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Alticola stoliczkanus",7067202,"Cricetidae","Rodentia",27.47,1,"Yes",28.183333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Alticola stracheyi",42889,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Alticola strelzowi",118428,"Cricetidae","Rodentia",50,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Alticola tuvinicus",3608466,"Cricetidae","Rodentia",33.32,2,"Yes",49.870846,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Amblonyx concolor",6145459,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Amblysomus corriae",753114,"Chrysochloridae",NA,52.6,0,"No",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Amblysomus hottentotus",574736,"Chrysochloridae",NA,52.6,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Amblysomus iris",768487,"Chrysochloridae",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Amblysomus marleyi",117566,"Chrysochloridae","Afrosoricida",52.6,0,"Yes",-27.473929,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Amblysomus robustus",178886,"Chrysochloridae","Afrosoricida",52.6,0,"Yes",-25.442134,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Amblysomus septentrionalis",178889,"Chrysochloridae","Afrosoricida",52.6,0,"Yes",-29.28,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Ametrida centurio",895014,"Phyllostomidae","Chiroptera",10.33,1,"Yes",4.75,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Ammodillus imbellis",3610375,"Muridae",NA,50,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Ammodorcas clarkei",3611830,"Bovidae","Artiodactyla",28049.81,1,"Yes",9.166667,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Ammospermophilus harrisii",580350,"Sciuridae","Rodentia",122,1,"Yes",32.3825421677083,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Ammospermophilus insularis",632597,"Sciuridae","Rodentia",122.31,0,"Yes",24.466667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Ammospermophilus interpres",580348,"Sciuridae","Rodentia",110.3,1,"Yes",31.840016,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Ammospermophilus leucurus",580339,"Sciuridae","Rodentia",103.67,1,"Yes",35.141642,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Ammospermophilus nelsoni",3609051,"Sciuridae","Rodentia",160.4,1,"Yes",35.3482913521244,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Ammotragus europaeus",7655547,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Ammotragus lervia",768699,"Bovidae","Artiodactyla",48000,1,"Yes",38.52,"Vulnerable",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Amorphochilus schnablii",3614022,"Furipteridae","Chiroptera",3.3,1,"Yes",-12.05,"Vulnerable",NA,NA,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Amphechinus rusingensis",7656502,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Amphinectomys savamis",139343,"Cricetidae","Rodentia",47.71,0,"Yes",-4.336944,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Anathana ellioti",603405,"Tupaiidae","Scandentia",160,1,"Yes",20.2271835,"Least Concern",NA,NA,"medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Anathana pallida",7655202,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Anathana wroughtoni",7655203,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Andalgalomys olrogi",554235,"Cricetidae","Rodentia",32.9,1,"Yes",-27.60465,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Andalgalomys pearsoni",554233,"Cricetidae","Rodentia",25.4,1,"No",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Andalgalomys roigi",972224,"Cricetidae","Rodentia",28.91,0,"Yes",-29.899621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Andinomys edax",84877,"Cricetidae","Rodentia",69.75,1,"Yes",-23.624675,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Anisomys imitator",976853,"Muridae","Rodentia",510.5,1,"Yes",-6.22964934496194,"Least Concern",NA,NA,"food_human","handicrafts_jewellery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Anomalurus beecrofti",254702,"Anomaluridae","Rodentia",389,1,"Yes",5.35,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Anomalurus derbianus",3609277,"Anomaluridae","Rodentia",649.99,1,"Yes",1,"Least Concern",NA,NA,"food_human","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Anomalurus pelii",3609276,"Anomaluridae","Rodentia",1769.99,1,"Yes",5.983333,"Data Deficient",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Anomalurus pusillus",3609275,"Anomaluridae","Rodentia",250,1,"Yes",1.3085,"Least Concern",NA,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Anonymomys mindorensis",3611060,"Muridae","Rodentia",76.5,2,"Yes",13.33729,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Anotomys leander",3610119,"Cricetidae","Rodentia",66.4,1,"Yes",2.245896,"Endangered",NA,NA,"establishing_ex_situ_production","pets_display_animals_horticulture","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Anoura aequatoris",6146450,NA,"Chiroptera",NA,NA,"Yes",4.687167,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Anoura cadenai",6146451,"Phyllostomidae","Chiroptera",NA,NA,"Yes",4.1442975,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Anoura carishina",6146452,NA,"Chiroptera",NA,NA,"Yes",-1.45722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
