"","species","id"
"840","Cephalophus melanoprymnus",7655580
"841","Cephalophus melanorheus",7655581
"842","Cephalophus natalensis",401074
"843","Cephalophus niger",436153
"844","Cephalophus nigrifrons",436155
"845","Cephalophus nyasae",7655582
"846","Cephalophus ogilbyi",436163
"847","Cephalophus punctulatus",7655583
"848","Cephalophus rubidus",436165
"849","Cephalophus rufilatus",962019
"850","Cephalophus silvicultor",380144
"851","Cephalophus simpsoni",7655584
"852","Cephalophus spadix",962017
"853","Cephalophus walkeri",7655585
"854","Cephalophus weynsi",962015
"855","Cephalophus whitfieldi",7655586
"856","Cephalophus zebra",962013
"857","Cephalorhynchus commersonii",1094144
"858","Cephalorhynchus eutropia",251469
"859","Cephalorhynchus heavisidii",860906
"860","Cephalotropis coronatus",4942441
"861","Ceratotherium neumayri",4942695
"862","Cercartetus concinnus",810548
"863","Cercartetus lepidus",810556
"864","Cercartetus nanus",810555
"865","Cercocebus agilis",363077
"866","Cercocebus chrysogaster",554545
"867","Cercocebus galeritus",268347
"868","Cercocebus sanjei",3607602
"869","Cercopithecus buettikoferi",7655020
"870","Cercopithecus denti",198616
"871","Cercopithecus diana",203187
"872","Cercopithecus doggetti",3607605
"873","Cercopithecus dryas",3607607
"874","Cercopithecus grayi",7655021
"875","Cercopithecus insolitus",7655022
"876","Cercopithecus kandti",3607604
"877","Cercopithecus leucampyx",7655023
"878","Cercopithecus lomamiensis",1072609
"879","Cercopithecus lowei",3607603
"880","Cercopithecus ludio",7655024
"881","Cercopithecus martini",7655025
"882","Cercopithecus neglectus",918233
"883","Cercopithecus nicticans",7655026
"884","Cercopithecus nigripes",7655027
"885","Cercopithecus opisthostictus",7655028
"886","Cercopithecus roloway",699219
"887","Cercopithecus sclateri",3607606
"888","Cerdocyon ensenadensis",7655956
"889","Cerdocyon thous",821960
"890","Cerradomys akroai",5852615
"891","Cerradomys goytaca",5852614
"892","Cerradomys langguthi",5852613
"893","Cerradomys maracajuensis",315208
"894","Cerradomys marinhus",315202
"895","Cerradomys scotti",315211
"896","Cerradomys subflavus",570191
"897","Cerradomys vivoi",5852612
"898","Cervus affinis",7655613
"899","Cervus albicornis",7655614
"900","Cervus bactrianus",7655616
"901","Cervus bedfordianus",7655617
"902","Cervus browni",7655619
"903","Cervus cashmeerianus",7655620
"904","Cervus cashmerensis",7655621
"905","Cervus cashmirianus",7655622
"906","Cervus casperianus",7655623
"907","Cervus dimorphe",7655627
"908","Cervus dybowskii",7655628
"909","Cervus elaphoides",7655629
"910","Cervus euopis",7655630
"911","Cervus eustephanus",7655631
"912","Cervus gouazoupira",7655632
"913","Cervus heterocerus",7655633
"914","Cervus macneilli",7655635
"915","Cervus mandarinus",7655636
"916","Cervus megaceros",6146249
"917","Cervus mexicanus",7655638
"918","Cervus muntjak",7655639
"919","Cervus peruvianus",7655642
"920","Cervus savini",7655643
"921","Cervus spatulatus",7655644
"922","Cervus tavistocki",7655645
"923","Cervus thoroldi",7655646
"924","Cervus tibetanus",7655647
"925","Cervus timoriensis",7655648
"926","Cetotherium gastaldii",3612262
"927","Cetotherium moreni",3616017
"928","Cetotherium rathkii",4942432
"929","Cetotherium riabinini",6145840
"930","Chacodelphys formosa",4117038
"931","Chaerephon aloysiisabaudiae",3613963
"932","Chaerephon ansorgei",999061
"933","Chaerephon atsinanana",482058
"934","Chaerephon bemmeleni",3613961
"935","Chaerephon bivittatus",3613970
"936","Chaerephon bregullae",3613969
"937","Chaerephon chapini",661833
"938","Chaerephon gallagheri",3613930
"939","Chaerephon jobensis",661824
"940","Chaerephon jobimena",435174
"941","Chaerephon johorensis",3613967
"942","Chaerephon leucogaster",943303
"943","Chaerephon major",3613964
"944","Chaerephon nigeriae",661827
"945","Chaerephon plicatus",682737
"946","Chaerephon pusillus",482055
"947","Chaerephon russatus",3613962
"948","Chaerephon shortridgei",3613966
"949","Chaerephon solomonis",3613973
"950","Chaerephon tomensis",3613940
"951","Chaeropus yirratji",7657245
"952","Chaetocauda sichuanensis",3608168
"953","Chaetodipus artus",764434
"954","Chaetodipus baileyi",764435
"955","Chaetodipus californicus",764439
"956","Chaetodipus dalquesti",330042
"957","Chaetodipus eremicus",764440
"958","Chaetodipus formosus",1004150
"959","Chaetodipus goldmani",190180
"960","Chaetodipus hispidus",427276
"961","Chaetodipus intermedius",374303
"962","Chaetodipus lineatus",3609615
"963","Chaetodipus nelsoni",190185
"964","Chaetodipus penicillatus",1004164
"965","Chaetodipus pernix",1004162
"966","Chaetodipus rudinoris",320777
"967","Chaetodipus spinatus",190184
"968","Chaetomys subspinosus",463598
"969","Chaetophractus nationi",4119189
"970","Chaetophractus vellerosus",627609
"971","Chaetophractus villosus",180375
"972","Chalinolobus dwyeri",3613736
"973","Chalinolobus gouldii",119979
"974","Chalinolobus morio",905052
"975","Chalinolobus neocaledonicus",3613734
"976","Chalinolobus nigrogriseus",1066074
"977","Chalinolobus picatus",3613740
"978","Chalinolobus tuberculatus",970126
"979","Chalinolobus variegetus",7656407
"980","Cheirogaleus andysabini",6145311
"981","Cheirogaleus crossleyi",418718
"982","Cheirogaleus lavasoensis",5839495
"983","Cheirogaleus major",589601
"984","Cheirogaleus medius",863759
"985","Cheirogaleus minusculus",311696
"986","Cheirogaleus shethi",7655171
"987","Cheirogaleus sibreei",682744
"988","Cheirogaleus smithii",7655172
"989","Cheirogaleus thomasi",6145312
"990","Cheiromeles parvidens",539635
"991","Cheiromeles torquatus",539633
"992","Chelemys delfini",3608239
"993","Chelemys macronyx",360758
"994","Chelemys megalonyx",160821
"995","Cheracebus lucifer",3607586
"996","Cheracebus lugens",927108
"997","Cheracebus medemi",3607588
"998","Cheracebus purinus",3607591
"999","Cheracebus regulus",3607583
"1000","Cheracebus torquatus",1058663
"1001","Chibchanomys orcesi",3610596
"1002","Chibchanomys trichotis",3609937
"1003","Chilomys instans",196748
"1004","Chilonatalus macer",6146444
"1005","Chilonatalus micropus",6795
"1006","Chilonatalus tumidifrons",120235
"1007","Chimaerodipus auritus",7067187
"1008","Chimarrogale hantu",3614462
"1009","Chimarrogale himalayica",1050014
"1010","Chimarrogale leander",7656650
"1011","Chimarrogale phaeura",362562
"1012","Chimarrogale platycephalus",634077
"1013","Chimarrogale styani",3614460
"1014","Chimarrogale sumatrana",3614458
"1015","Chimarrogale varennei",7067963
"1016","Chinchilla chinchilla",169705
"1017","Chinchilla lanigera",173054
"1018","Chinchillula sahamae",3610467
"1019","Chionomys gud",90548
"1020","Chionomys layi",7654586
"1021","Chionomys roberti",1049255
"1022","Chiroderma doriae",565588
"1023","Chiroderma improvisum",565590
"1024","Chiroderma salvini",351785
"1025","Chiroderma trinitatum",351787
"1026","Chiroderma villosum",565586
"1027","Chiroderma vizottoi",6146462
"1028","Chiromyscus chiropus",993032
"1029","Chiromyscus langbianis",887565
"1030","Chiromyscus thomasi",5852639
"1031","Chironax melanocephalus",99586
"1032","Chironectes argyrodytes",7657117
"1033","Chironectes minimus",440151
"1034","Chiropodomys calamianensis",3608662
"1035","Chiropodomys gliroides",456599
"1036","Chiropodomys karlkoopmani",3608660
"1037","Chiropodomys major",3608658
"1038","Chiropodomys majori",7654739
"1039","Chiropodomys muroides",3608661
"1040","Chiropodomys pusillus",3608659
"1041","Chiropotes albinasus",99704
"1042","Chiropotes israelita",571889
"1043","Chiropotes satanas",842864
"1044","Chiropotes utahickae",571892
"1045","Chiruromys forbesi",3608699
"1046","Chiruromys lamia",3608700
"1047","Chiruromys vates",118383
"1048","Chlamyphorus truncatus",552069
"1049","Chleuastochoerus linxiaensis",6146287
"1050","Chlorocebus cynosuros",250767
"1051","Chlorocebus djamdjamensis",875546
"1052","Chlorocebus sabaeus",571316
"1053","Chlorotalpa duthieae",178894
"1054","Chodsigoa caovansunga",1096821
"1055","Chodsigoa furva",7067965
"1056","Chodsigoa hoffmanni",7067966
"1057","Chodsigoa hypsibia",261394
"1058","Chodsigoa lamula",3614468
"1059","Chodsigoa larvarum",7656651
"1060","Chodsigoa lowei",7656652
"1061","Chodsigoa parca",690668
"1062","Chodsigoa parva",3614465
"1063","Chodsigoa salenskii",3614467
"1064","Chodsigoa smithii",3614466
"1065","Chodsigoa sodalis",286351
"1066","Choeroniscus godmani",503371
"1067","Choeroniscus minor",596426
"1068","Choeroniscus periosus",3613589
"1069","Choeronycteris mexicana",658354
"1070","Choloepus didactylus",977390
"1071","Choloepus hoffmanni",273247
"1072","Chonecetus sookensis",3612406
"1073","Chrotogale owstoni",768508
"1074","Chrotomys gonzalesi",1047884
"1075","Chrotomys mindorensis",566960
"1076","Chrotomys sibuyanensis",195062
"1077","Chrotomys silaceus",1093684
"1078","Chrotomys whiteheadi",242459
"1079","Chrotopterus auritus",1060474
"1080","Chrysochloris asiatica",1094517
"1081","Chrysochloris congicus",7654171
"1082","Chrysochloris damarensis",7654172
"1083","Chrysochloris fosteri",7654173
"1084","Chrysochloris holosericea",6143956
"1085","Chrysochloris stuhlmanni",1071320
"1086","Chrysochloris vermiculus",7654174
"1087","Chrysochloris visagiei",3607173
"1088","Chrysocyon brachyurus",837601
"1089","Chrysospalax trevelyani",347650
"1090","Chrysospalax villosus",702180
"1091","Cistugo lesueuri",488515
"1092","Cistugo seabrae",533601
"1093","Civettictis civetta",768511
"1094","Clethrionomys charlottensis",6144725
"1095","Clethrionomys decipiens",6144726
"1096","Clethrionomys hamiltoni",6144727
"1097","Clethrionomys rufocanoides",7654596
"1098","Clethrionomys sculleni",6144728
"1099","Clethrionomys tecpin",6144729
"1100","Cloeotis percivali",787368
"1101","Clyomys bishopi",156840
"1102","Clyomys laticeps",155620
"1103","Coccymys kirrhos",6144886
"1104","Coccymys ruemmleri",118387
"1105","Coccymys shawmayeri",6144887
"1106","Coelops frithii",1011482
"1107","Coelops robinsoni",426035
"1108","Coendou bicolor",504988
"1109","Coendou ichillus",3609656
"1110","Coendou insidiosus",248890
"1111","Coendou melanurus",950500
"1112","Coendou mexicanus",1080803
"1113","Coendou nycthemera",3609639
"1114","Coendou prehensilis",466149
"1115","Coendou pruinosus",3609649
"1116","Coendou quichua",3609641
"1117","Coendou rothschildi",3609640
"1118","Coendou rufescens",3609665
"1119","Coendou sanctaemartae",7654533
"1120","Coendou simonsi",7654534
"1121","Coendou speratus",5266417
"1122","Coendou spinosus",3609652
"1123","Coendou vestitus",3609655
"1124","Coendou villosus",44975
"1125","Coleura afra",637419
"1126","Coleura kibomalandy",5839514
"1127","Coleura seychellensis",73572
"1128","Colobus polykomos",989400
"1129","Colobus vellerosus",39815
"1130","Colomys goslingi",23039
"1131","Condylura cristata",292504
"1132","Conepatus ajax",7655983
"1133","Conepatus arequipae",7655984
"1134","Conepatus budini",7655985
"1135","Conepatus calurus",7655986
"1136","Conepatus chinga",231612
"1137","Conepatus chorensis",7655987
"1138","Conepatus gibsoni",7655988
"1139","Conepatus humboldtii",3613131
"1140","Conepatus inca",7655989
"1141","Conepatus mapurito",7655990
"1142","Conepatus mesoleucus",231608
"1143","Conepatus nasutus",7655991
"1144","Conepatus porcinus",7655992
"1145","Conepatus proteo",7655993
"1146","Conepatus proteus",7655994
"1147","Conepatus rex",7655995
"1148","Conepatus semistriatus",1023230
"1149","Conepatus tropicalis",7655996
"1150","Congosorex phillipsorum",586103
"1151","Congosorex polli",3614470
"1152","Congosorex verheyeni",810603
"1153","Conilurus albipes",3608828
"1154","Conilurus penicillatus",794941
"1155","Connochaetes gnou",363047
"1156","Cormocyon copei",3612584
"1157","Cormocyon haydeni",3612588
"1158","Cormura brevirostris",75171
"1159","Corynorhinus mexicanus",226087
"1160","Corynorhinus rafinesquii",977392
"1161","Coryphomys buehleri",3610917
"1162","Craseonycteris thonglongyai",432482
"1163","Crateromys australis",3608743
"1164","Crateromys heaneyi",631025
"1165","Crateromys paulus",3608745
"1166","Crateromys schadenbergi",3608744
"1167","Cratogeomys bursarius",152036
"1168","Cratogeomys estor",236129
"1169","Cratogeomys fulvescens",236132
"1170","Cratogeomys gymnurus",949956
"1171","Cratogeomys merriami",949953
"1172","Cratogeomys neglectus",433075
"1173","Cratogeomys perotensis",406140
"1174","Cratogeomys planiceps",367248
"1175","Cratogeomys tylorhinus",949949
"1176","Cratogeomys zinseri",187365
"1177","Cremnomys cutchicus",897146
"1178","Cremnomys elvira",3608765
"1179","Cremohipparion matthewi",7656755
"1180","Cremohipparion nikosi",7656756
"1181","Cricetomys ansorgei",465268
"1182","Cricetomys emini",611277
"1183","Cricetomys gambianus",922511
"1184","Cricetomys kivuensis",3608528
"1185","Cricetulus demetros",7654604
"1186","Cricetulus griseus",465012
"1187","Cricetulus lama",904708
"1188","Cricetulus longicaudatus",391640
"1189","Cricetulus sokolovi",753018
"1190","Cricetus cricetus",391625
"1191","Crocidura aagardi",7656570
"1192","Crocidura absconditus",5554019
"1193","Crocidura aequicauda",7656571
"1194","Crocidura albicauda",7656572
"1195","Crocidura aleksandrisi",563465
"1196","Crocidura allex",3614569
"1197","Crocidura anchietae",7656573
"1198","Crocidura andamanensis",3614552
"1199","Crocidura annellata",7656574
"1200","Crocidura ansellorum",3614580
"1201","Crocidura ansorgei",7656575
"1202","Crocidura aoris",7656576
"1203","Crocidura arabica",3614524
"1204","Crocidura arethusa",7656577
"1205","Crocidura aridula",7656578
"1206","Crocidura arispa",3614576
"1207","Crocidura armenica",3614494
"1208","Crocidura attenuata",974852
"1209","Crocidura attila",3614572
"1210","Crocidura baileyi",502045
"1211","Crocidura baluensis",3614522
"1212","Crocidura batakorum",925029
"1213","Crocidura batesi",457196
"1214","Crocidura beatus",735985
"1215","Crocidura beccarii",486938
"1216","Crocidura beirae",7656579
"1217","Crocidura beta",7656580
"1218","Crocidura bicolor",7656581
"1219","Crocidura bottegi",457194
"1220","Crocidura bottegoides",3614496
"1221","Crocidura boydi",7656582
"1222","Crocidura brunnea",486941
"1223","Crocidura buettikoferi",457192
"1224","Crocidura butleri",7656583
"1225","Crocidura caliginea",3614525
"1226","Crocidura canariensis",3285
"1227","Crocidura canescens",7656584
"1228","Crocidura capensoides",7656585
"1229","Crocidura caspica",578624
"1230","Crocidura cassiteridum",7656586
"1231","Crocidura ceylanica",7656587
"1232","Crocidura cinderella",3614574
"1233","Crocidura congobelgica",3614565
"1234","Crocidura coreae",7656588
"1235","Crocidura crenata",1076527
"1236","Crocidura crossei",906771
"1237","Crocidura cuninghamei",7656589
"1238","Crocidura cyanea",906767
"1239","Crocidura darfurea",7656590
"1240","Crocidura denti",507588
"1241","Crocidura deserti",7656591
"1242","Crocidura desperata",3614575
"1243","Crocidura dhofarensis",3614512
"1244","Crocidura dolichura",1076528
"1245","Crocidura doriae",7656592
"1246","Crocidura doriana",7656593
"1247","Crocidura douceti",507586
"1248","Crocidura dracula",7656594
"1249","Crocidura dsinezumi",992415
"1250","Crocidura eburnea",5835550
"1251","Crocidura eisentrauti",3614564
"1252","Crocidura electa",7656595
"1253","Crocidura elgonius",3614582
"1254","Crocidura elongata",486930
"1255","Crocidura erica",3614581
"1256","Crocidura fingui",5835554
"1257","Crocidura fischeri",3614529
"1258","Crocidura flavescens",507592
"1259","Crocidura floweri",3614530
"1260","Crocidura foxi",1084087
"1261","Crocidura fulginosa",7656596
"1262","Crocidura fuliginosa",1063186
"1263","Crocidura fulvastra",41804
"1264","Crocidura fumosa",3614561
"1265","Crocidura furscomurina",7656597
"1266","Crocidura fuscipes",7656598
"1267","Crocidura fuscomurina",507590
"1268","Crocidura glassi",977664
"1269","Crocidura glebula",7656599
"1270","Crocidura gmelini",3614504
"1271","Crocidura goliath",499996
"1272","Crocidura gracilipes",3614566
"1273","Crocidura grandiceps",816849
"1274","Crocidura grandis",3614519
"1275","Crocidura grassei",499998
"1276","Crocidura gravida",7656600
"1277","Crocidura greenwoodi",3614547
"1278","Crocidura harenna",3614500
"1279","Crocidura heljanensis",7656601
"1280","Crocidura hikmiya",293574
"1281","Crocidura hildegardeae",1076522
"1282","Crocidura hilliana",3614550
"1283","Crocidura hindei",7656602
"1284","Crocidura hirta",507580
