"","synonyms"
"899","Necromys lasiurus"
"900","Hesperomys brachyurus"
"901","? lasiurus"
"902","Akodon fuscinus"
"903","Zygodontomys pixuna"
"904","Necromys temchuki"
"905","Cabreramys temchuki"
"906","Cabreramys temchucki"
"907","? temchuki"
"908","Necromys urichi"
"909","Rousettus bidens"
"910","Felis hillanus"
"911","Hyaenognathus solus"
"912","Porthocyon dubius"
"913","Hyaenognathus matthewi"
"914","Borophagus matthewi"
"915","Borophagus dubius"
"916","Borophagus pachyodon"
"917","Hyaenognathus dubius"
"918","Dinocyon diversidens"
"919","Felis hillianus"
"920","Hyaenarctos diversidens"
"921","Osteoborus hillianus"
"922","Borophagus solus"
"923","Hyaenognathus pachyodon"
"924","Osteoborus diabloensis"
"925","Osteoborus littoralis"
"926","Epicyon diabloensis"
"927","Epicyon littoralis"
"928","Hyaenognathus cyonoides"
"929","Hyaenognathus direptor"
"930","Osteoborus secundus"
"931","Borophagus direptor"
"932","Osteoborus cyonoides"
"933","Osteoborus direptor"
"934","Borophagus cyonoides"
"935","Boselaphus albipes"
"936","Damalis risia"
"937","Antilope leucopus"
"938","Tragelaphus hippelaphus"
"939","Portax tragelaphus"
"940","Cemas tragocamelus"
"941","Antilope albipes"
"942","Antilope tragocamelus"
"943","Bos mutus grunniens"
"944","Peophagus grunniens"
"945","Bos bunnelli"
"946","Bos grunniens mutus"
"947","Poephagus mutus"
"948","Bos bovis"
"949","Bos primigenius taurus"
"950","Bovidae sp. Adi Nefas"
"951","Bos indicus"
"952","Bos primigenius"
"953","Brachiones przewalskii callichrous"
"954","Gerbillus arenicolor"
"955","Microlagus idahoensis"
"956","Sylvilagus idahoensis"
"957","Lepus idahoensis"
"958","Osbornodon sesnoni"
"959","Brachytarsomys albicauda villosa"
"960","Ateles arachnoides"
"961","Eriodes tuberifer"
"962","Brachyteles macrotarsus"
"963","Ateles eriodes"
"964","Brachyteles arachnoides hypoxanthus"
"965","Brachyteles hemidactylus"
"966","Bradypus crinitus"
"967","Bradypus affinis"
"968","Hemibradypus mareyi"
"969","Bradypus melanotis"
"970","Bradypus cristatus"
"971","Arctopithecus flaccidus dysonii"
"972","Arctopithecus flaccidus smithii"
"973","Arctopithecus blainvillii"
"974","Arctopithecus flaccidus"
"975","Acheus ai"
"976","Bradypus cuculliger"
"977","Bradypus gularis"
"978","Bradypus cummunis"
"979","Coccymys albidens"
"980","Melomys albidens"
"981","Brucepattersonius albinasus"
"982","Oxymycterus iheringi"
"983","Bubalus arnee carabanensis"
"984","Bubalus bubalis carabanesis"
"985","Bubalus carabanensis carabanensis"
"986","Anoa depressicornis"
"987","Bubalus depressicornis depressicornis"
"988","Bubalus depressicornis fergusoni"
"989","Bubalus depressicornis ferqusoni"
"990","Bos depressicornis"
"991","Bos depressicornis fergusoni"
"992","Bubalus anoa"
"993","Bos bubalus anoa"
"994","Anoa mindorensis"
"995","Anoa quarlesi"
"996","Bubalus depressicornis quarlesi"
"997","Rattus bagobus barkeri"
"998","Rattus rabori"
"999","Lepus monticularis"
"1000","Rattus penitus heinrichi"
"1001","Rattus penitus inferior"
"1002","Bunomys heinrichi"
"1003","Rattus adspersus"
"1004","Mus andrewsi"
"1005","Mus chrysocomus"
"1006","Rattus nigellus"
"1007","Bunomys caelistis koka"
"1008","Rattus rallus"
"1009","Rattus brevimolaris"
"1010","Mus coelestis"
"1011","Mus fratrorum"
"1012","Rattus sericatus"
"1013","Rattus penitus"
"1014","Dasypus tatouay"
"1015","Loricatus tatouay"
"1016","Tatusia tatouay"
"1017","Dasypus verrucosus"
"1018","Dasypus undecimcinctus"
"1019","Dasypus multicinctus"
"1020","Ziphila lugubris"
"1021","Xenurus duodecimcinctus"
"1022","Dasypus unicinctus"
"1023","Xenurus lugubris"
"1024","Tatoua unicincta"
"1025","Xenurus unicinctus"
"1026","Cabassous lugubris"
"1027","Dasypus duodecimcinctus"
"1028","Tatoua lugubris"
"1029","Dasypus octodecimcinctus"
"1030","Lysiurus lugubris"
"1031","Lysiurus unicinctus"
"1032","Xenurus verrucosus"
"1033","Cacajao sp. IPF-2008_ay"
"1034","Cacajao melanocephalus ayresi"
"1035","Cacajao sp. IPF-2008_ho"
"1036","Cacajao ouakary"
"1037","Brachyurus ouakary"
"1038","Uacaria melanocephala"
"1039","Pithecia melanocephala"
"1040","Neocothurus melanocephalus"
"1041","Cothurus melanocephalus"
"1042","Cacajao melanocephalus melanocephalus"
"1043","Simia melanocephala"
"1044","Ouakaria spixii"
"1045","Chlorotalpa tytonis"
"1046","? tytonis"
"1047","Plecturocebus caquetensis"
"1048","Callicebus caquetenesis"
"1049","Callicebus cupreus discolor"
"1050","Plecturocebus discolor"
"1051","Callithrix cuprea leucometopa"
"1052","Callicebus cupreus napoleon"
"1053","? discolor"
"1054","Callicebus rutteri"
"1055","Callicebus paenulatus"
"1056","Callicebus subrufus"
"1057","Callicebus personatus melanochir"
"1058","Callithrix gigot"
"1059","Callithrix canescens"
"1060","Callicebus personatus brunello"
"1061","Callithryx chlorocnemius"
"1062","Callicebus personatus nigrifrons"
"1063","Callithrix crinicaudus"
"1064","Jacchus grandis"
"1065","Pithecia melanops"
"1066","Callicebus cupreus ornatus"
"1067","Plecturocebus ornatus"
"1068","? ornatus"
"1069","Midas goeldii"
"1070","Callithrix goeldii"
"1071","Callimico snethlageri"
"1072","Echimys pictus"
"1073","Nelomys pictus"
"1074","? pictus"
"1075","Callithrix jacchus aurita"
"1076","Hapale caelestis itatiayae"
"1077","Hapale petronius"
"1078","Hapale coelestis"
"1079","Callithrix jacchus geoffroyi"
"1080","Cebus albifrons"
"1081","Cebus albifrons albifrons"
"1082","Jacchus maximiliani"
"1083","Jacchus leucocephalus"
"1084","Hapale melanotis"
"1085","Simia albifrons"
"1086","Callibella humilis"
"1087","Mico humilis"
"1088","Callithrix jacchus jacchus"
"1089","Simia jacchus moschatus"
"1090","Jacchus vulgaris rufus"
"1091","Hapale jacchus"
"1092","Simia jacchus"
"1093","Hapale leucotis"
"1094","Jacchus albicollis"
"1095","Hapale communis"
"1096","Jacchus vulgaris"
"1097","Callithrix kuhli"
"1098","Callithrix jacchus penicillata"
"1099","Callithrix penicillata jordani"
"1100","Hapale trigonifer"
"1101","Cebuella pygmaea"
"1102","Callorhynus ursius"
"1103","Arctocephalus ursinus"
"1104","Phoca ursina"
"1105","Callosciurus sp. TO-2017"
"1106","Callosciurus abbottii (Miller, 1900)"
"1107","Callosciurus vinocastaneus Sody, 1949"
"1108","Sciurus notatus"
"1109","Spermophilus madrensis"
"1110","? madrensis"
"1111","Spermophilus saturatus"
"1112","? saturatus"
"1113","Hesperomys fecundus"
"1114","Mus callosus"
"1115","Hesperomys muriculus"
"1116","Mus expulsus"
"1117","Mus laucha"
"1118","Hesperomys bimaculatus bonariensis"
"1119","Mus bimaculatus"
"1120","Mus pusillus"
"1121","Mus gracilipes"
"1122","Hesperomys frida miurus"
"1123","Hesperomys frida"
"1124","Calomys laucha tener"
"1125","Bettongia campestris"
"1126","Didelphis philander"
"1127","Burmeisteria retusa"
"1128","Chlamyphorus retusus (Burmeister, 1863)"
"1129","Chlamyphorus retusus"
"1130","Camelus ferus"
"1131","Camelus arabicus"
"1132","Camelus bactrianus ferus"
"1133","Canis aureus anthus"
"1134","Canis senegalensis"
"1135","Aureus aureus"
"1136","Osbornodon brachypus"
"1137","Cynodesmus brachypus"
"1138","Canis condoni"
"1139","Leptocyon shermanensis"
"1140","Eucyon davisi"
"1141","Vulpes shermanensis"
"1142","Canis ayersi"
"1143","Canis mississippiensis"
"1144","Canis indianensis"
"1145","Aenocyon ayersi"
"1146","Aenocyon dirus"
"1147","Amphicyon gracilis"
"1148","Cynodictis paterculus"
"1149","Nanodelphys mcgrewi"
"1150","Cynodictis hylactor"
"1151","Hesperocyon gregarius"
"1152","Cynodictis gregarius"
"1153","Peradectes mcgrewi"
"1154","Hesperocyon paterculus"
"1155","Alloeodectes mcgrewi"
"1156","Galecynus gregarius"
"1157","Pseudocynodictis gregarius"
"1158","Pseudocynodictis paterculus"
"1159","Osteoborus ricardoensis"
"1160","Tephrocyon mortifer"
"1161","Aelurodon aphobus"
"1162","Osteoborus validus"
"1163","Epicyon haydeni"
"1164","Epicyon aphobus"
"1165","Aelurodon mortifer"
"1166","Aelurodon validus"
"1167","Epicyon mortifer"
"1168","Aelurodon ricardoensis"
"1169","Aelurodon haydeni"
"1170","Epicyon validus"
"1171","Canis lupus himalayensis"
"1172","Canis lupus indica"
"1173","Indian gray wolf"
"1174","Canis indicus"
"1175","Canis pallidus"
"1176","Canis microdon"
"1177","Canis goldmani"
"1178","Canis jamesi"
"1179","Canis estor"
"1180","Canis andersoni"
"1181","Canis clepticus"
"1182","Canis vigilis"
"1183","Canis irvingtonensis"
"1184","Lyciscus cagottis"
"1185","Canis impavidus"
"1186","Canis caneloensis"
"1187","Canis orcutti"
"1188","Canis nebrascensis"
"1189","Canis peninsulae"
"1190","Canis lestes"
"1191","Canis frustror"
"1192","Canis mearnsi"
"1193","Canis ochropus"
"1194","Canis riviveronis"
"1195","Canis hondurensis"
"1196","Cynarctoides lemur"
"1197","Cormocyon lemur"
"1198","Galecynus lemur"
"1199","Cynodictis lemur"
"1200","Nothocyon lemur"
"1201","Aelurodon saevus"
"1202","Aelurodon inflatus"
"1203","Epicyon saevus"
"1204","Epicyon inflatus"
"1205","Canis anceps"
"1206","Paratomarctus temerarius"
"1207","Tomarctus temerarius"
"1208","Tephrocyon temerarius"
"1209","Hemicyon ursinus"
"1210","Plithocyon ursinus"
"1211","Aelurodon ursinus"
"1212","Amphicyon ursinus"
"1213","Dinocyon ursinus"
"1214","Leptocyon vafer"
"1215","Vulpes vafer"
"1216","Tephrocyon vafer"
"1217","Cannomys badius plumbescens"
"1218","Cannomys minor lonnbergi"
"1219","Cannomys pater"
"1220","Rhizomys minor"
"1221","Rhizomys castaneus"
"1222","Cricetulus triton canus"
"1223","Balaena marginata"
"1224","Caperea antipodarum"
"1225","Balaena antipodarum"
"1226","Neobalaena marginata"
"1227","Capra ibex caucasica"
"1228","Capra ibex nubiana"
"1229","Capra nubiana nubiana"
"1230","Naemorhedus crispus"
"1231","Capricornis sumatrensis"
"1232","Naemorhedus sumatraensis"
"1233","Capricornis sumatraensis sumatraensis"
"1234","Antilope sumatraensis"
"1235","Capricornis crispus swinhoei"
"1236","Naemorhedus swinhoei"
"1237","Lepus hispidus"
"1238","Capromys fournieri"
"1239","Isodon pilorides"
"1240","Felis caracal"
"1241","Profelis caracal"
"1242","Lynx caracal"
"1243","Megaderma cor"
"1244","Tarsius syrichta"
"1245","Phyllostoma bernicaudum"
"1246","Carollia colombiana"
"1247","? brevicauda"
"1248","Hemiderma brevicauda"
"1249","Hemiderma perspicillatum"
"1250","Phyllostoma brevicaudum"
"1251","Vespertilio perspicillata"
"1252","Hemiderma subrufum"
"1253","Chlorotalpa arendsi"
"1254","Eptesicus dimissus"
"1255","Eptesicus demissus"
"1256","Castor canadensis taylori"
"1257","Castor canadensis caecator"
"1258","Castor canadensis texensis"
"1259","Castor subauratus shastensis"
"1260","Castor canadensis duchesnei"
"1261","Castor canadensis repentinus"
"1262","Castor canadensis concisor"
"1263","Castor canadensis rostralis"
"1264","Castor canadensis mexicanus"
"1265","Castor canadensis baileyi"
"1266","Castor canadensis idoneus"
"1267","Castor canadensis leucodontus"
"1268","Castor canadensis canadensis"
"1269","Castor canadensis phaeus"
"1270","Castor canadensis michiganensis"
"1271","Castor canadensis pallidus"
"1272","Castor canadensis acadicus"
"1273","Castor canadensis frondator"
"1274","Castor canadensis labradorensis"
"1275","Castor canadensis carolinensis"
"1276","Castor canadensis sagittatus"
"1277","Castor subauratus subauratus"
"1278","Castor canadensis missouriensis"
"1279","Castor canadensis belugae"
"1280","Castor caecator"
"1281","Pardofelis badia"
"1282","Felis badia"
"1283","? badia"
"1284","Felis temminckii"
"1285","Pardofelis temminckii"
"1286","Profelis temmincki"
"1287","Profelis temminckii"
"1288","Felis temmincki mitchelli"
"1289","Cavia rufescens"
"1290","Cavia aperea patzelti"
"1291","Cavia aperea porcellus"
"1292","Cavia cobaya"
"1293","Mus porcellus"
"1294","Cebus albifrons aequatorialis"
"1295","Cebus albifrons trinitatis"
"1296","Cebus albifrons cuscinus"
"1297","Cebus albifrons yuracus"
"1298","Cebus albifrons unicolor"
"1299","Cebus gracilis"
"1300","Cebus flavescens"
"1301","Cebus chrysopus"
"1302","Cebus albifrons versicolor"
"1303","Cebus albifrons pleei"
"1304","Cebus albifrons cesarae"
"1305","Cebus albifrons adustus"
"1306","Vespertilio maximiliani"
"1307","Cephalophus sylvicultor"
"1308","Antilope silvicultrix"
"1309","Cephalorhynchus commersoni"
"1310","Lagenorhynchus burmeisteri"
"1311","Phocoena commersonii"
"1312","Lagenorhynchus floweri"
"1313","Delphinus commersonii"
"1314","Furcio eutropia"
"1315","Delphinus eutropia"
"1316","Cephalorhynchus panope"
"1317","Cephalorhynchus albiventris"
"1318","Delphinus lunatus"
"1319","Cephalorhynchus obtusata"
"1320","Cephalorhynchus platyrrhinus"
"1321","Phocaena lunata"
"1322","Phocoena obtusata"
"1323","Tursio albiventris"
"1324","Eutropia dickiei"
"1325","Tursio platyrrhinus"
"1326","Eutropia dickii"
"1327","Tursio eutropia"
"1328","Phocaena obtusata"
"1329","Phocaena albiventris"
"1330","Grampus headivisii"
"1331","Delphinus heavisidii"
"1332","Delphinus capensis"
"1333","Delphinus tridens"
"1334","Cephalorhynchus heavisidei"
"1335","Delphinus hastatus"
"1336","Phocaena capensis"
"1337","Delphinus cephalorhynchus"
"1338","Eutropia heavisidii"
"1339","Tursio heavisidii"
"1340","Orca capensis"
"1341","Cephalotropis nectus"
"1342","Cephalotropus coronatus"
"1343","Diceros pachygnathus"
"1344","Atelodus neumayri"
"1345","Dromicia concinna"
"1346","Dromicia lepida"
"1347","Phalangista nana"
"1348","Cercopithecus agilis"
"1349","Cercocebus hagenbecki"
"1350","Cercocebus oberlaenderi"
"1351","Cercocebus fumosus"
"1352","Cercocebus agilis chrysogaster"
"1353","Cercocebus galeritus chrysogaster"
"1354","Cercopithecus pogonias denti"
"1355","Cercopithecus denti liebrechtsi"
"1356","Cercopithecus diana ignita"
"1357","Simia faunus"
"1358","Simia diana"
"1359","Cercopithecus mitis doggetti"
"1360","Cercopithecus sibatoi"
"1361","Cercopithecus salongo"
"1362","Cercopithecus mitis kandti"
"1363","Cercopithecus sp. ASB-2012"
"1364","Cercopithecus brazzae uellensis"
"1365","Cercopithecus neglectus brazziformis"
"1366","Cercopithecus brazzae"
"1367","Cercopithecus ezrae"
"1368","Cercopithecus diana roloway"
"1369","Cercopithecus palatinus"
"1370","Dusicyon thous"
"1371","Canis thous"
"1372","Cerradomys acroai"
"1373","Oryzomys maracajuensis"
"1374","Oryzomys sp. MN44178"
"1375","Oryzomys marinhus"
"1376","Oryzomys sp. Fazenda Jucurutu"
"1377","Oryzomys scotti"
"1378","Oryzomys sp. Fazenda Fiandeira"
"1379","Oryzomys subflavus"
"1380","? subflavus"
"1381","Cetotherium cortesi"
"1382","Balaenoptera gastaldii"
"1383","Eschrichtioides gastaldii"
"1384","Aglaocetus moreni"
"1385","Chacodelphys formosus"
"1386","Nyctinomus aloysiisabaudiae"
"1387","Nyctinomus ansorgei"
"1388","Chaerephon sp. TTN-2010a"
"1389","Nyctinomus bivittatus"
"1390","Chaerephon bivittata"
"1391","Tadarida jobensis bregullae"
"1392","Tadarida gallagheri"
"1393","Nyctinomus jobensis"
"1394","Tadarida jobimena"
"1395","Molossus johorenis"
"1396","Nyctinomus leucogaster"
"1397","Nyctinomus pumilus major"
"1398","Tadarida nigeriae"
"1399","Tadarida plicata"
"1400","Tadarida plicatus"
"1401","Chaerephon plicata"
"1402","Tadarida pumila"
"1403","Nyctinomus pusillus"
"1404","Nyctinomus pumilus"
"1405","Chaerephon russata"
"1406","Tadarida tomensis"
"1407","Dryomys sichuanensis"
"1408","Perognathus artus"
"1409","Perognathus baileyi"
"1410","Perognathus californicus"
"1411","Perognathus dalquesti"
"1412","Chaetodipus arenarius dalquesti"
"1413","Perognathus eremicus"
"1414","Perognathus formosus"
"1415","Perognathus goldmani"
"1416","Perognathus hispidus"
"1417","Perognathus intermedius"
"1418","Perognathus lineatus"
"1419","Perognathus nelsoni"
"1420","Perognathus penicillatus"
"1421","Perognathus pernix"
"1422","Perognathus spinatus"
"1423","Dasypus nationi"
"1424","Dasypus vellerosus"
"1425","Dasypus villosus"
"1426","Chalinolobus gouldi"
"1427","Scotophilus gouldii"
"1428","Scotophilus morio"
"1429","Scotophilus australis"
"1430","Scotophilus microdon"
"1431","Chalinolobus signifer"
"1432","Vespertilio muelleri"
"1433","Scotophilus picatus"
"1434","Vespertilio tuberculatus"
"1435","Chirogale melanotis"
"1436","Cheirogaleus milii"
"1437","Lemur commersonii"
"1438","Mioxicebus griseus"
"1439","Cheirogaleus typicus"
"1440","Myspithecus typus"
"1441","Cheirogaleus adipicaudatus"
"1442","Cheirogaleus minor"
"1443","Cheirogaleus samati"
"1444","Cheirogaleus ravus"
"1445","Cheirogaleus sp. 4 LFG-2010"
"1446","Opolemur thomasi"
"1447","Callicebus lucifer Thomas, 1914"
"1448","Callicebus lucifer"
"1449","Callicebus lugens"
"1450","Callicebus torquatus lugens"
"1451","Simia lugens"
"1452","Saguinus vidua"
"1453","Callicebus lugenus duida"
"1454","Callicebus torquatus medemi"
"1455","Callicebus medemi"
"1456","Callicebus purinus"
"1457","Callicebus torquatus purinus"
"1458","Callicebus regulus"
"1459","Callicebus torquatus"
"1460","Callitrix torquatus"
"1461","Simia amicta"
"1462","Ichthyomys trichotis"
"1463","Oryzomys instans"
"1464","Chilonatalus micropus macer"
"1465","Natalus macer"
"1466","Natalus micropus"
"1467","Chilonatalus micropus brevimanus"
"1468","Chilonatalus micropus micropus"
"1469","Natalus brevimanus"
"1470","Natalus tumidifrons"
"1471","Chimarrogale platycephala"
"1472","Chinchilla brevicauda"
"1473","Chinchilla brevicaudata"
"1474","Chinchilla lanigera brevicaudata"
"1475","Eriomys chinchilla"
"1476","Chinchilla velligera"
"1477","Mus laniger"
"1478","Lagostomus laniger"
"1479","Chinchilla laniger"
"1480","Cricetus laniger"
"1481","Callomys laniger"
"1482","Chinchilla chincilla"
"1483","Microtus nivalis oseticus"
"1484","Microtus nivalis ighesicus"
"1485","Microtus gus lasistanius"
"1486","Chionomys nivalis nenjukovi"
"1487","Mus chiropus"
"1488","Niviventer langbianis"
"1489","Rattus indosinicus vientianensis"
"1490","Rattus indosinicus"
"1491","Chiropodomys jingdongensis"
"1492","Chiropodomys niadis"
"1493","Chiropodomys penicillatus"
"1494","Mus peguensis"
"1495","Haeromys pusillus"
"1496","Pithecia albinasa"
"1497","Cacajao roosevelti"
"1498","Pithecia nigra"
"1499","Chiropotes ater"
"1500","Chiropotes satanas utahicki"
"1501","Chiropotes utahicki"
"1502","Pogonomys forbesi mambatus"
"1503","Pogonomys forbesi vulturnus"
"1504","Pogonomys pulcher major"
"1505","Pogonomys forbesi satisfactus"
"1506","Chiruromys forbesi pulcher"
"1507","Pogonomys shawmayeri"
"1508","Chlorocebus aethiops cynosuros"
"1509","Chlorocebus aethiops cynosurus"
"1510","Chlorocebus cynosurus"
"1511","Chlorocebus pygerythrus cynosurus"
"1512","Cercopithecus pygerythrus katangensis"
"1513","Cercopithecus pygerythrus helvescens"
"1514","Cercopithecus cynosurus tholloni"
