"","species"
"978","Chalinolobus tuberculatus"
"979","Chalinolobus variegetus"
"980","Cheirogaleus andysabini"
"981","Cheirogaleus crossleyi"
"982","Cheirogaleus lavasoensis"
"983","Cheirogaleus major"
"984","Cheirogaleus medius"
"985","Cheirogaleus minusculus"
"986","Cheirogaleus shethi"
"987","Cheirogaleus sibreei"
"988","Cheirogaleus smithii"
"989","Cheirogaleus thomasi"
"990","Cheiromeles parvidens"
"991","Cheiromeles torquatus"
"992","Chelemys delfini"
"993","Chelemys macronyx"
"994","Chelemys megalonyx"
"995","Cheracebus lucifer"
"996","Cheracebus lugens"
"997","Cheracebus medemi"
"998","Cheracebus purinus"
"999","Cheracebus regulus"
"1000","Cheracebus torquatus"
"1001","Chibchanomys orcesi"
"1002","Chibchanomys trichotis"
"1003","Chilomys instans"
"1004","Chilonatalus macer"
"1005","Chilonatalus micropus"
"1006","Chilonatalus tumidifrons"
"1007","Chimaerodipus auritus"
"1008","Chimarrogale hantu"
"1009","Chimarrogale himalayica"
"1010","Chimarrogale leander"
"1011","Chimarrogale phaeura"
"1012","Chimarrogale platycephalus"
"1013","Chimarrogale styani"
"1014","Chimarrogale sumatrana"
"1015","Chimarrogale varennei"
"1016","Chinchilla chinchilla"
"1017","Chinchilla lanigera"
"1018","Chinchillula sahamae"
"1019","Chionomys gud"
"1020","Chionomys layi"
"1021","Chionomys roberti"
"1022","Chiroderma doriae"
"1023","Chiroderma improvisum"
"1024","Chiroderma salvini"
"1025","Chiroderma trinitatum"
"1026","Chiroderma villosum"
"1027","Chiroderma vizottoi"
"1028","Chiromyscus chiropus"
"1029","Chiromyscus langbianis"
"1030","Chiromyscus thomasi"
"1031","Chironax melanocephalus"
"1032","Chironectes argyrodytes"
"1033","Chironectes minimus"
"1034","Chiropodomys calamianensis"
"1035","Chiropodomys gliroides"
"1036","Chiropodomys karlkoopmani"
"1037","Chiropodomys major"
"1038","Chiropodomys majori"
"1039","Chiropodomys muroides"
"1040","Chiropodomys pusillus"
"1041","Chiropotes albinasus"
"1042","Chiropotes israelita"
"1043","Chiropotes satanas"
"1044","Chiropotes utahickae"
"1045","Chiruromys forbesi"
"1046","Chiruromys lamia"
"1047","Chiruromys vates"
"1048","Chlamyphorus truncatus"
"1049","Chleuastochoerus linxiaensis"
"1050","Chlorocebus cynosuros"
"1051","Chlorocebus djamdjamensis"
"1052","Chlorocebus sabaeus"
"1053","Chlorotalpa duthieae"
"1054","Chodsigoa caovansunga"
"1055","Chodsigoa furva"
"1056","Chodsigoa hoffmanni"
"1057","Chodsigoa hypsibia"
"1058","Chodsigoa lamula"
"1059","Chodsigoa larvarum"
"1060","Chodsigoa lowei"
"1061","Chodsigoa parca"
"1062","Chodsigoa parva"
"1063","Chodsigoa salenskii"
"1064","Chodsigoa smithii"
"1065","Chodsigoa sodalis"
"1066","Choeroniscus godmani"
"1067","Choeroniscus minor"
"1068","Choeroniscus periosus"
"1069","Choeronycteris mexicana"
"1070","Choloepus didactylus"
"1071","Choloepus hoffmanni"
"1072","Chonecetus sookensis"
"1073","Chrotogale owstoni"
"1074","Chrotomys gonzalesi"
"1075","Chrotomys mindorensis"
"1076","Chrotomys sibuyanensis"
"1077","Chrotomys silaceus"
"1078","Chrotomys whiteheadi"
"1079","Chrotopterus auritus"
"1080","Chrysochloris asiatica"
"1081","Chrysochloris congicus"
"1082","Chrysochloris damarensis"
"1083","Chrysochloris fosteri"
"1084","Chrysochloris holosericea"
"1085","Chrysochloris stuhlmanni"
"1086","Chrysochloris vermiculus"
"1087","Chrysochloris visagiei"
"1088","Chrysocyon brachyurus"
"1089","Chrysospalax trevelyani"
"1090","Chrysospalax villosus"
"1091","Cistugo lesueuri"
"1092","Cistugo seabrae"
"1093","Civettictis civetta"
"1094","Clethrionomys charlottensis"
"1095","Clethrionomys decipiens"
"1096","Clethrionomys hamiltoni"
"1097","Clethrionomys rufocanoides"
"1098","Clethrionomys sculleni"
"1099","Clethrionomys tecpin"
"1100","Cloeotis percivali"
"1101","Clyomys bishopi"
"1102","Clyomys laticeps"
"1103","Coccymys kirrhos"
"1104","Coccymys ruemmleri"
"1105","Coccymys shawmayeri"
"1106","Coelops frithii"
"1107","Coelops robinsoni"
"1108","Coendou bicolor"
"1109","Coendou ichillus"
"1110","Coendou insidiosus"
"1111","Coendou melanurus"
"1112","Coendou mexicanus"
"1113","Coendou nycthemera"
"1114","Coendou prehensilis"
"1115","Coendou pruinosus"
"1116","Coendou quichua"
"1117","Coendou rothschildi"
"1118","Coendou rufescens"
"1119","Coendou sanctaemartae"
"1120","Coendou simonsi"
"1121","Coendou speratus"
"1122","Coendou spinosus"
"1123","Coendou vestitus"
"1124","Coendou villosus"
"1125","Coleura afra"
"1126","Coleura kibomalandy"
"1127","Coleura seychellensis"
"1128","Colobus polykomos"
"1129","Colobus vellerosus"
"1130","Colomys goslingi"
"1131","Condylura cristata"
"1132","Conepatus ajax"
"1133","Conepatus arequipae"
"1134","Conepatus budini"
"1135","Conepatus calurus"
"1136","Conepatus chinga"
"1137","Conepatus chorensis"
"1138","Conepatus gibsoni"
"1139","Conepatus humboldtii"
"1140","Conepatus inca"
"1141","Conepatus mapurito"
"1142","Conepatus mesoleucus"
"1143","Conepatus nasutus"
"1144","Conepatus porcinus"
"1145","Conepatus proteo"
"1146","Conepatus proteus"
"1147","Conepatus rex"
"1148","Conepatus semistriatus"
"1149","Conepatus tropicalis"
"1150","Congosorex phillipsorum"
"1151","Congosorex polli"
"1152","Congosorex verheyeni"
"1153","Conilurus albipes"
"1154","Conilurus penicillatus"
"1155","Connochaetes gnou"
"1156","Cormocyon copei"
"1157","Cormocyon haydeni"
"1158","Cormura brevirostris"
"1159","Corynorhinus mexicanus"
"1160","Corynorhinus rafinesquii"
"1161","Coryphomys buehleri"
"1162","Craseonycteris thonglongyai"
"1163","Crateromys australis"
"1164","Crateromys heaneyi"
"1165","Crateromys paulus"
"1166","Crateromys schadenbergi"
"1167","Cratogeomys bursarius"
"1168","Cratogeomys estor"
"1169","Cratogeomys fulvescens"
"1170","Cratogeomys gymnurus"
"1171","Cratogeomys merriami"
"1172","Cratogeomys neglectus"
"1173","Cratogeomys perotensis"
"1174","Cratogeomys planiceps"
"1175","Cratogeomys tylorhinus"
"1176","Cratogeomys zinseri"
"1177","Cremnomys cutchicus"
"1178","Cremnomys elvira"
"1179","Cremohipparion matthewi"
"1180","Cremohipparion nikosi"
"1181","Cricetomys ansorgei"
"1182","Cricetomys emini"
"1183","Cricetomys gambianus"
"1184","Cricetomys kivuensis"
"1185","Cricetulus demetros"
"1186","Cricetulus griseus"
"1187","Cricetulus lama"
"1188","Cricetulus longicaudatus"
"1189","Cricetulus sokolovi"
"1190","Cricetus cricetus"
"1191","Crocidura aagardi"
"1192","Crocidura absconditus"
"1193","Crocidura aequicauda"
"1194","Crocidura albicauda"
"1195","Crocidura aleksandrisi"
"1196","Crocidura allex"
"1197","Crocidura anchietae"
"1198","Crocidura andamanensis"
"1199","Crocidura annellata"
"1200","Crocidura ansellorum"
"1201","Crocidura ansorgei"
"1202","Crocidura aoris"
"1203","Crocidura arabica"
"1204","Crocidura arethusa"
"1205","Crocidura aridula"
"1206","Crocidura arispa"
"1207","Crocidura armenica"
"1208","Crocidura attenuata"
"1209","Crocidura attila"
"1210","Crocidura baileyi"
"1211","Crocidura baluensis"
"1212","Crocidura batakorum"
"1213","Crocidura batesi"
"1214","Crocidura beatus"
"1215","Crocidura beccarii"
"1216","Crocidura beirae"
"1217","Crocidura beta"
"1218","Crocidura bicolor"
"1219","Crocidura bottegi"
"1220","Crocidura bottegoides"
"1221","Crocidura boydi"
"1222","Crocidura brunnea"
"1223","Crocidura buettikoferi"
"1224","Crocidura butleri"
"1225","Crocidura caliginea"
"1226","Crocidura canariensis"
"1227","Crocidura canescens"
"1228","Crocidura capensoides"
"1229","Crocidura caspica"
"1230","Crocidura cassiteridum"
"1231","Crocidura ceylanica"
"1232","Crocidura cinderella"
"1233","Crocidura congobelgica"
"1234","Crocidura coreae"
"1235","Crocidura crenata"
"1236","Crocidura crossei"
"1237","Crocidura cuninghamei"
"1238","Crocidura cyanea"
"1239","Crocidura darfurea"
"1240","Crocidura denti"
"1241","Crocidura deserti"
"1242","Crocidura desperata"
"1243","Crocidura dhofarensis"
"1244","Crocidura dolichura"
"1245","Crocidura doriae"
"1246","Crocidura doriana"
"1247","Crocidura douceti"
"1248","Crocidura dracula"
"1249","Crocidura dsinezumi"
"1250","Crocidura eburnea"
"1251","Crocidura eisentrauti"
"1252","Crocidura electa"
"1253","Crocidura elgonius"
"1254","Crocidura elongata"
"1255","Crocidura erica"
"1256","Crocidura fingui"
"1257","Crocidura fischeri"
"1258","Crocidura flavescens"
"1259","Crocidura floweri"
"1260","Crocidura foxi"
"1261","Crocidura fulginosa"
"1262","Crocidura fuliginosa"
"1263","Crocidura fulvastra"
"1264","Crocidura fumosa"
"1265","Crocidura furscomurina"
"1266","Crocidura fuscipes"
"1267","Crocidura fuscomurina"
"1268","Crocidura glassi"
"1269","Crocidura glebula"
"1270","Crocidura gmelini"
"1271","Crocidura goliath"
"1272","Crocidura gracilipes"
"1273","Crocidura grandiceps"
"1274","Crocidura grandis"
"1275","Crocidura grassei"
"1276","Crocidura gravida"
"1277","Crocidura greenwoodi"
"1278","Crocidura harenna"
"1279","Crocidura heljanensis"
"1280","Crocidura hikmiya"
"1281","Crocidura hildegardeae"
"1282","Crocidura hilliana"
"1283","Crocidura hindei"
"1284","Crocidura hirta"
"1285","Crocidura hispida"
"1286","Crocidura horsfieldii"
"1287","Crocidura hutanis"
"1288","Crocidura ibeana"
"1289","Crocidura ichnusae"
"1290","Crocidura ilensis"
"1291","Crocidura indochinensis"
"1292","Crocidura ingoldbyi"
"1293","Crocidura jacksoni"
"1294","Crocidura jenkinsi"
"1295","Crocidura jouvenetae"
"1296","Crocidura katharina"
"1297","Crocidura katinka"
"1298","Crocidura kivuana"
"1299","Crocidura klossi"
"1300","Crocidura lamottei"
"1301","Crocidura lanosa"
"1302","Crocidura lasiura"
"1303","Crocidura latona"
"1304","Crocidura lea"
"1305","Crocidura lepidura"
"1306","Crocidura leucodon"
"1307","Crocidura leucogenys"
"1308","Crocidura levicula"
"1309","Crocidura longipes"
"1310","Crocidura lucina"
"1311","Crocidura ludia"
"1312","Crocidura luna"
"1313","Crocidura lusitania"
"1314","Crocidura macarthuri"
"1315","Crocidura macmillani"
"1316","Crocidura macowi"
"1317","Crocidura malayana"
"1318","Crocidura manengubae"
"1319","Crocidura manni"
"1320","Crocidura maporensis"
"1321","Crocidura maquassiensis"
"1322","Crocidura mariquensis"
"1323","Crocidura marita"
"1324","Crocidura martiensseni"
"1325","Crocidura maurisca"
"1326","Crocidura maxi"
"1327","Crocidura mdumai"
"1328","Crocidura mindorus"
"1329","Crocidura miya"
"1330","Crocidura monacha"
"1331","Crocidura monax"
"1332","Crocidura monticola"
"1333","Crocidura montis"
"1334","Crocidura munissii"
"1335","Crocidura muricauda"
"1336","Crocidura musseri"
"1337","Crocidura mutesae"
"1338","Crocidura nana"
"1339","Crocidura nanilla"
"1340","Crocidura neavei"
"1341","Crocidura neglecta"
"1342","Crocidura negligens"
"1343","Crocidura negrina"
"1344","Crocidura newmarki"
"1345","Crocidura nicobarica"
"1346","Crocidura nigeriae"
"1347","Crocidura nigricans"
"1348","Crocidura nigrofusca"
"1349","Crocidura nimbae"
"1350","Crocidura nimbasilvanus"
"1351","Crocidura ninoyi"
"1352","Crocidura niobe"
"1353","Crocidura nyanzae"
"1354","Crocidura nyasae"
"1355","Crocidura obscurior"
"1356","Crocidura odorata"
"1357","Crocidura orii"
"1358","Crocidura pachyura"
"1359","Crocidura palawanensis"
"1360","Crocidura panayensis"
"1361","Crocidura paradoxura"
"1362","Crocidura parvipes"
"1363","Crocidura pasha"
"1364","Crocidura percivali"
"1365","Crocidura pergrisea"
"1366","Crocidura phaeura"
"1367","Crocidura phanluongi"
"1368","Crocidura phuquocensis"
"1369","Crocidura picea"
"1370","Crocidura pitmani"
"1371","Crocidura planiceps"
"1372","Crocidura poensis"
"1373","Crocidura polia"
"1374","Crocidura portali"
"1375","Crocidura praedax"
"1376","Crocidura pullata"
"1377","Crocidura raineyi"
"1378","Crocidura ramona"
"1379","Crocidura religiosa"
"1380","Crocidura retusa"
"1381","Crocidura rhoditis"
"1382","Crocidura roosevelti"
"1383","Crocidura rudolfi"
"1384","Crocidura russula"
"1385","Crocidura sacralis"
"1386","Crocidura schweitzeri"
"1387","Crocidura selina"
"1388","Crocidura serezkyensis"
"1389","Crocidura shortridgei"
"1390","Crocidura sibirica"
"1391","Crocidura sicula"
"1392","Crocidura silacea"
"1393","Crocidura sinensis"
"1394","Crocidura smithii"
"1395","Crocidura sokolovi"
"1396","Crocidura somalica"
"1397","Crocidura spurrelli"
"1398","Crocidura stenocephala"
"1399","Crocidura susiana"
"1400","Crocidura sylvia"
"1401","Crocidura tanakae"
"1402","Crocidura tansaniana"
"1403","Crocidura tarella"
"1404","Crocidura tarfayaensis"
"1405","Crocidura tarfayensis"
"1406","Crocidura telfordi"
"1407","Crocidura tenuis"
"1408","Crocidura tephra"
"1409","Crocidura thalia"
"1410","Crocidura theresae"
"1411","Crocidura thomasi"
"1412","Crocidura thomensis"
"1413","Crocidura tionis"
"1414","Crocidura trichura"
"1415","Crocidura turba"
"1416","Crocidura ultima"
"1417","Crocidura usambarae"
"1418","Crocidura uxantisi"
"1419","Crocidura velutina"
"1420","Crocidura viaria"
"1421","Crocidura villosa"
"1422","Crocidura virgata"
"1423","Crocidura voi"
"1424","Crocidura vorax"
"1425","Crocidura vosmaeri"
"1426","Crocidura vulcani"
"1427","Crocidura watasei"
"1428","Crocidura whitakeri"
"1429","Crocidura wimmeri"
"1430","Crocidura wuchihensis"
"1431","Crocidura xantippe"
"1432","Crocidura yankariensis"
"1433","Crocidura zaitsevi"
"1434","Crocidura zaodon"
"1435","Crocidura zaphiri"
"1436","Crocidura zarudnyi"
"1437","Crocidura zena"
"1438","Crocidura zimmeri"
"1439","Crocidura zimmermanni"
"1440","Crocuta crocuta"
"1441","Crocuta spelaea"
"1442","Crossarchus alexandri"
"1443","Crossarchus obscurus"
"1444","Crossarchus platycephalus"
"1445","Crossomys moncktoni"
"1446","Crunomys celebensis"
"1447","Crunomys fallax"
"1448","Crunomys melanius"
"1449","Crunomys suncoides"
"1450","Cryptochloris wintoni"
"1451","Cryptochloris zyli"
"1452","Cryptomys anomalus"
"1453","Cryptomys holosericeus"
"1454","Cryptomys kummi"
"1455","Cryptonanus agricolai"
"1456","Cryptonanus chacoensis"
"1457","Cryptonanus guahybae"
"1458","Cryptonanus ignitus"
"1459","Cryptonanus unduaviensis"
"1460","Cryptoprocta ferox"
"1461","Cryptotis alticolus"
"1462","Cryptotis brachyonyx"
"1463","Cryptotis celaque"
"1464","Cryptotis colombiana"
"1465","Cryptotis endersi"
"1466","Cryptotis equatoris"
"1467","Cryptotis evaristoi"
"1468","Cryptotis goldmani"
"1469","Cryptotis goodwini"
"1470","Cryptotis gracilis"
"1471","Cryptotis griseoventris"
"1472","Cryptotis hondurensis"
"1473","Cryptotis lacertosus"
"1474","Cryptotis magnus"
"1475","Cryptotis mam"
"1476","Cryptotis mayensis"
"1477","Cryptotis mccarthyi"
"1478","Cryptotis medellinia"
"1479","Cryptotis mera"
"1480","Cryptotis meridensis"
"1481","Cryptotis merriami"
"1482","Cryptotis mexicanus"
"1483","Cryptotis montivagus"
"1484","Cryptotis nelsoni"
"1485","Cryptotis niausa"
"1486","Cryptotis nigrescens"
"1487","Cryptotis obscurus"
"1488","Cryptotis olivaceus"
"1489","Cryptotis oreoryctes"
"1490","Cryptotis orophilus"
"1491","Cryptotis parvus"
"1492","Cryptotis peregrinus"
"1493","Cryptotis peruviensis"
"1494","Cryptotis phillipsii"
"1495","Cryptotis pseudagyrtes"
"1496","Cryptotis squamipes"
"1497","Cryptotis tamensis"
"1498","Cryptotis thomasi"
"1499","Cryptotis tropicalis"
"1500","Ctenodactylus gundi"
"1501","Ctenodactylus vali"
"1502","Ctenomys andersoni"
"1503","Ctenomys argentinus"
"1504","Ctenomys australis"
"1505","Ctenomys azarae"
"1506","Ctenomys bergi"
"1507","Ctenomys boliviensis"
"1508","Ctenomys bonettoi"
"1509","Ctenomys brasiliensis"
"1510","Ctenomys budini"
"1511","Ctenomys colburni"
"1512","Ctenomys coludo"
"1513","Ctenomys conoveri"
"1514","Ctenomys coyhaiquensis"
"1515","Ctenomys dorbignyi"
"1516","Ctenomys dorsalis"
"1517","Ctenomys emilianus"
"1518","Ctenomys erikacuellarae"
"1519","Ctenomys famosus"
"1520","Ctenomys flamarioni"
"1521","Ctenomys fochi"
"1522","Ctenomys fodax"
"1523","Ctenomys frater"
"1524","Ctenomys fulvus"
"1525","Ctenomys goodfellowi"
"1526","Ctenomys haigi"
"1527","Ctenomys johannis"
"1528","Ctenomys juris"
"1529","Ctenomys knighti"
"1530","Ctenomys lami"
"1531","Ctenomys latro"
"1532","Ctenomys lessai"
"1533","Ctenomys leucodon"
"1534","Ctenomys lewisi"
"1535","Ctenomys magellanicus"
"1536","Ctenomys maulinus"
"1537","Ctenomys mendocinus"
"1538","Ctenomys nattereri"
"1539","Ctenomys occultus"
"1540","Ctenomys opimus"
"1541","Ctenomys osvaldoreigi"
"1542","Ctenomys pearsoni"
"1543","Ctenomys perrensi"
"1544","Ctenomys peruanus"
"1545","Ctenomys pilarensis"
"1546","Ctenomys pontifex"
"1547","Ctenomys porteousi"
"1548","Ctenomys pundti"
"1549","Ctenomys rionegrensis"
"1550","Ctenomys robore"
"1551","Ctenomys roigi"
"1552","Ctenomys rosendopascuali"
"1553","Ctenomys saltarius"
"1554","Ctenomys scagliai"
"1555","Ctenomys sericeus"
"1556","Ctenomys sociabilis"
"1557","Ctenomys steinbachi"
"1558","Ctenomys sylvanus"
"1559","Ctenomys talarum"
"1560","Ctenomys torquatus"
"1561","Ctenomys tuconax"
"1562","Ctenomys tucumanus"
"1563","Ctenomys tulduco"
"1564","Ctenomys validus"
"1565","Ctenomys viperinus"
"1566","Ctenomys yatesi"
"1567","Ctenomys yolandae"
"1568","Cubanycteris silvai"
"1569","Cuniculus paca"
"1570","Cuniculus taczanowskii"
"1571","Cuon javanicus"
"1572","Cuon primaevus"
"1573","Cuon stehlini"
"1574","Cuscomys ashaninka"
"1575","Cuscomys oblativa"
"1576","Cyclopes catellus"
"1577","Cyclopes didactylus"
"1578","Cyclopes ida"
"1579","Cyclopes rufus"
"1580","Cyclopes thomasi"
"1581","Cyclopes xinguensis"
"1582","Cynarctoides emryi"
"1583","Cynarctoides luskensis"
"1584","Cynarctus crucidens"
"1585","Cynarctus galushai"
"1586","Cynarctus saxatilis"
"1587","Cynarctus voorhiesi"
"1588","Cynictis bradfieldi"
"1589","Cynictis lepturus"
"1590","Cynictis pencillata"
"1591","Cynictis penicillata"
"1592","Cynocephalus falconeri"
"1593","Cynocephalus volans"
"1594","Cynodesmus canavus"
"1595","Cynodesmus cooki"
"1596","Cynodesmus euthos"
"1597","Cynodesmus martini"
"1598","Cynodesmus minor"
"1599","Cynodesmus thomsoni"
"1600","Cynodesmus thooides"
"1601","Cynodictis oregonensis"
"1602","Cynodictis temnodon"
"1603","Cynogale bennetti"
"1604","Cynogale bennettii"
"1605","Cynomops greenhalli"
"1606","Cynomops mexicanus"
"1607","Cynomops planirostris"
"1608","Cynomys leucurus"
"1609","Cynomys ludovicianus"
"1610","Cynomys mexicanus"
"1611","Cynomys parvidens"
"1612","Cynopterus brachyotis"
"1613","Cynopterus horsfieldii"
"1614","Cynopterus luzoniensis"
"1615","Cynopterus minutus"
"1616","Cynopterus montanoi"
"1617","Cynopterus nusatenggara"
"1618","Cynopterus sphinx"
"1619","Cynopterus titthaecheilus"
"1620","Cynotherium sardous"
"1621","Cystophora cristata"
"1622","Cyttarops alecto"
"1623","Dacnomys millardi"
"1624","Dactylomys boliviensis"
"1625","Dactylomys dactylinus"
"1626","Dactylomys peruanus"
"1627","Dactylopsila magalura"
"1628","Dactylopsila megalura"
"1629","Dactylopsila palpator"
