"","scientificName","redlistCategory"
"685","Cebuella pygmaea","Vulnerable"
"686","Cebus aequatorialis","Critically Endangered"
"687","Cebus albifrons","Least Concern"
"688","Cebus brunneus","Least Concern"
"689","Cebus capucinus","Vulnerable"
"690","Cebus castaneus","Least Concern"
"691","Cebus cesarae","Endangered"
"692","Cebus cuscinus","Near Threatened"
"693","Cebus imitator","Vulnerable"
"694","Cebus kaapori","Critically Endangered"
"695","Cebus leucocephalus","Vulnerable"
"696","Cebus malitiosus","Endangered"
"697","Cebus olivaceus","Least Concern"
"698","Cebus unicolor","Vulnerable"
"699","Cebus versicolor","Endangered"
"700","Cebus yuracus","Near Threatened"
"701","Centronycteris centralis","Least Concern"
"702","Centronycteris maximiliani","Least Concern"
"703","Centurio senex","Least Concern"
"704","Cephalopachus bancanus","Vulnerable"
"705","Cephalophus adersi","Vulnerable"
"706","Cephalophus callipygus","Least Concern"
"707","Cephalophus dorsalis","Near Threatened"
"708","Cephalophus harveyi","Least Concern"
"709","Cephalophus jentinki","Endangered"
"710","Cephalophus leucogaster","Near Threatened"
"711","Cephalophus natalensis","Least Concern"
"712","Cephalophus niger","Least Concern"
"713","Cephalophus nigrifrons","Least Concern"
"714","Cephalophus ogilbyi","Least Concern"
"715","Cephalophus rufilatus","Least Concern"
"716","Cephalophus silvicultor","Near Threatened"
"717","Cephalophus spadix","Endangered"
"718","Cephalophus weynsi","Least Concern"
"719","Cephalophus zebra","Vulnerable"
"720","Cephalorhynchus commersonii","Least Concern"
"721","Cephalorhynchus eutropia","Near Threatened"
"722","Cephalorhynchus heavisidii","Near Threatened"
"723","Cephalorhynchus hectori","Endangered"
"724","Ceratotherium simum","Near Threatened"
"725","Cercartetus caudatus","Least Concern"
"726","Cercartetus concinnus","Least Concern"
"727","Cercartetus lepidus","Least Concern"
"728","Cercartetus nanus","Least Concern"
"729","Cercocebus agilis","Least Concern"
"730","Cercocebus atys","Vulnerable"
"731","Cercocebus chrysogaster","Endangered"
"732","Cercocebus galeritus","Critically Endangered"
"733","Cercocebus lunulatus","Endangered"
"734","Cercocebus sanjei","Endangered"
"735","Cercocebus torquatus","Endangered"
"736","Cercopithecus ascanius","Least Concern"
"737","Cercopithecus campbelli","Near Threatened"
"738","Cercopithecus cephus","Least Concern"
"739","Cercopithecus denti","Least Concern"
"740","Cercopithecus diana","Endangered"
"741","Cercopithecus dryas","Endangered"
"742","Cercopithecus erythrogaster","Endangered"
"743","Cercopithecus erythrotis","Vulnerable"
"744","Cercopithecus hamlyni","Vulnerable"
"745","Cercopithecus lomamiensis","Vulnerable"
"746","Cercopithecus lowei","Vulnerable"
"747","Cercopithecus mitis","Least Concern"
"748","Cercopithecus mona","Near Threatened"
"749","Cercopithecus neglectus","Least Concern"
"750","Cercopithecus nictitans","Near Threatened"
"751","Cercopithecus petaurista","Near Threatened"
"752","Cercopithecus pogonias","Near Threatened"
"753","Cercopithecus roloway","Critically Endangered"
"754","Cercopithecus sclateri","Endangered"
"755","Cercopithecus wolfi","Near Threatened"
"756","Cerdocyon thous","Least Concern"
"757","Cerradomys maracajuensis","Least Concern"
"758","Cerradomys marinhus","Least Concern"
"759","Cerradomys scotti","Least Concern"
"760","Cerradomys subflavus","Least Concern"
"761","Cervus albirostris","Vulnerable"
"762","Cervus canadensis","Least Concern"
"763","Cervus elaphus","Least Concern"
"764","Cervus hanglu","Least Concern"
"765","Cervus nippon","Least Concern"
"766","Chacodelphys formosa","Near Threatened"
"767","Chaerephon aloysiisabaudiae","Least Concern"
"768","Chaerephon ansorgei","Least Concern"
"769","Chaerephon atsinanana","Least Concern"
"770","Chaerephon bemmeleni","Least Concern"
"771","Chaerephon bivittatus","Least Concern"
"772","Chaerephon bregullae","Endangered"
"773","Chaerephon chapini","Least Concern"
"774","Chaerephon gallagheri","Data Deficient"
"775","Chaerephon jobensis","Least Concern"
"776","Chaerephon jobimena","Least Concern"
"777","Chaerephon johorensis","Vulnerable"
"778","Chaerephon major","Least Concern"
"779","Chaerephon nigeriae","Least Concern"
"780","Chaerephon plicatus","Least Concern"
"781","Chaerephon pumilus","Least Concern"
"782","Chaerephon russatus","Data Deficient"
"783","Chaerephon solomonis","Endangered"
"784","Chaerephon tomensis","Endangered"
"785","Chaeropus ecaudatus","Extinct"
"786","Chaetocauda sichuanensis","Data Deficient"
"787","Chaetodipus ammophilus","Near Threatened"
"788","Chaetodipus arenarius","Least Concern"
"789","Chaetodipus artus","Least Concern"
"790","Chaetodipus baileyi","Least Concern"
"791","Chaetodipus californicus","Least Concern"
"792","Chaetodipus eremicus","Least Concern"
"793","Chaetodipus fallax","Least Concern"
"794","Chaetodipus formosus","Least Concern"
"795","Chaetodipus goldmani","Near Threatened"
"796","Chaetodipus hispidus","Least Concern"
"797","Chaetodipus intermedius","Least Concern"
"798","Chaetodipus lineatus","Data Deficient"
"799","Chaetodipus nelsoni","Least Concern"
"800","Chaetodipus penicillatus","Least Concern"
"801","Chaetodipus pernix","Least Concern"
"802","Chaetodipus rudinoris","Least Concern"
"803","Chaetodipus siccus","Least Concern"
"804","Chaetodipus spinatus","Least Concern"
"805","Chaetomys subspinosus","Vulnerable"
"806","Chaetophractus vellerosus","Least Concern"
"807","Chaetophractus villosus","Least Concern"
"808","Chalinolobus dwyeri","Vulnerable"
"809","Chalinolobus gouldii","Least Concern"
"810","Chalinolobus morio","Least Concern"
"811","Chalinolobus neocaledonicus","Endangered"
"812","Chalinolobus nigrogriseus","Least Concern"
"813","Chalinolobus picatus","Near Threatened"
"814","Chalinolobus tuberculatus","Vulnerable"
"815","Cheirogaleus andysabini","Endangered"
"816","Cheirogaleus crossleyi","Vulnerable"
"817","Cheirogaleus grovesi","Data Deficient"
"818","Cheirogaleus lavasoensis","Endangered"
"819","Cheirogaleus major","Vulnerable"
"820","Cheirogaleus medius","Vulnerable"
"821","Cheirogaleus shethi","Endangered"
"822","Cheirogaleus sibreei","Critically Endangered"
"823","Cheirogaleus thomasi","Endangered"
"824","Cheiromeles parvidens","Least Concern"
"825","Cheiromeles torquatus","Least Concern"
"826","Chelemys macronyx","Least Concern"
"827","Chelemys megalonyx","Near Threatened"
"828","Cheracebus lucifer","Least Concern"
"829","Cheracebus lugens","Least Concern"
"830","Cheracebus medemi","Vulnerable"
"831","Cheracebus purinus","Least Concern"
"832","Cheracebus regulus","Least Concern"
"833","Cheracebus torquatus","Least Concern"
"834","Chibchanomys orcesi","Data Deficient"
"835","Chibchanomys trichotis","Data Deficient"
"836","Chilomys instans","Least Concern"
"837","Chilonatalus macer","Data Deficient"
"838","Chilonatalus micropus","Vulnerable"
"839","Chilonatalus tumidifrons","Near Threatened"
"840","Chimarrogale hantu","Near Threatened"
"841","Chimarrogale himalayica","Least Concern"
"842","Chimarrogale phaeura","Endangered"
"843","Chimarrogale platycephalus","Least Concern"
"844","Chimarrogale styani","Least Concern"
"845","Chimarrogale sumatrana","Data Deficient"
"846","Chinchilla chinchilla","Endangered"
"847","Chinchilla lanigera","Endangered"
"848","Chinchillula sahamae","Least Concern"
"849","Chionomys gud","Least Concern"
"850","Chionomys gud","Least Concern"
"851","Chionomys nivalis","Least Concern"
"852","Chionomys nivalis","Least Concern"
"853","Chionomys nivalis","Least Concern"
"854","Chionomys roberti","Data Deficient"
"855","Chionomys roberti","Least Concern"
"856","Chiroderma doriae","Least Concern"
"857","Chiroderma improvisum","Endangered"
"858","Chiroderma salvini","Least Concern"
"859","Chiroderma trinitatum","Least Concern"
"860","Chiroderma villosum","Least Concern"
"861","Chiroderma vizottoi","Data Deficient"
"862","Chiromyscus chiropus","Least Concern"
"863","Chironax melanocephalus","Least Concern"
"864","Chironectes minimus","Least Concern"
"865","Chiropodomys calamianensis","Data Deficient"
"866","Chiropodomys gliroides","Least Concern"
"867","Chiropodomys karlkoopmani","Vulnerable"
"868","Chiropodomys major","Least Concern"
"869","Chiropodomys muroides","Data Deficient"
"870","Chiropodomys pusillus","Data Deficient"
"871","Chiropotes albinasus","Vulnerable"
"872","Chiropotes chiropotes","Least Concern"
"873","Chiropotes sagulatus","Least Concern"
"874","Chiropotes satanas","Endangered"
"875","Chiropotes utahickae","Vulnerable"
"876","Chiruromys forbesi","Least Concern"
"877","Chiruromys lamia","Least Concern"
"878","Chiruromys vates","Least Concern"
"879","Chlamyphorus truncatus","Data Deficient"
"880","Chlorocebus aethiops","Least Concern"
"881","Chlorocebus cynosuros","Least Concern"
"882","Chlorocebus djamdjamensis","Vulnerable"
"883","Chlorocebus pygerythrus","Least Concern"
"884","Chlorocebus sabaeus","Least Concern"
"885","Chlorocebus tantalus","Least Concern"
"886","Chlorotalpa duthieae","Vulnerable"
"887","Chlorotalpa sclateri","Least Concern"
"888","Chodsigoa caovansunga","Data Deficient"
"889","Chodsigoa hypsibia","Least Concern"
"890","Chodsigoa lamula","Least Concern"
"891","Chodsigoa parca","Least Concern"
"892","Chodsigoa parva","Data Deficient"
"893","Chodsigoa salenskii","Data Deficient"
"894","Chodsigoa smithii","Near Threatened"
"895","Chodsigoa sodalis","Data Deficient"
"896","Choeroniscus godmani","Least Concern"
"897","Choeroniscus minor","Least Concern"
"898","Choeroniscus periosus","Vulnerable"
"899","Choeronycteris mexicana","Near Threatened"
"900","Choeropsis liberiensis","Endangered"
"901","Choloepus didactylus","Least Concern"
"902","Choloepus hoffmanni","Least Concern"
"903","Chrotogale owstoni","Endangered"
"904","Chrotomys gonzalesi","Near Threatened"
"905","Chrotomys mindorensis","Least Concern"
"906","Chrotomys sibuyanensis","Data Deficient"
"907","Chrotomys silaceus","Least Concern"
"908","Chrotomys whiteheadi","Least Concern"
"909","Chrotopterus auritus","Least Concern"
"910","Chrysochloris asiatica","Least Concern"
"911","Chrysochloris stuhlmanni","Least Concern"
"912","Chrysochloris visagiei","Data Deficient"
"913","Chrysocyon brachyurus","Near Threatened"
"914","Chrysospalax trevelyani","Endangered"
"915","Chrysospalax villosus","Vulnerable"
"916","Cistugo lesueuri","Least Concern"
"917","Cistugo seabrae","Least Concern"
"918","Civettictis civetta","Least Concern"
"919","Cloeotis percivali","Least Concern"
"920","Clyomys laticeps","Least Concern"
"921","Coccymys kirrhos","Data Deficient"
"922","Coccymys ruemmleri","Least Concern"
"923","Coccymys shawmayeri","Least Concern"
"924","Coelops frithii","Near Threatened"
"925","Coelops robinsoni","Vulnerable"
"926","Coendou baturitensis","Data Deficient"
"927","Coendou bicolor","Least Concern"
"928","Coendou ichillus","Data Deficient"
"929","Coendou insidiosus","Least Concern"
"930","Coendou melanurus","Least Concern"
"931","Coendou mexicanus","Least Concern"
"932","Coendou nycthemera","Data Deficient"
"933","Coendou prehensilis","Least Concern"
"934","Coendou pruinosus","Least Concern"
"935","Coendou quichua","Data Deficient"
"936","Coendou roosmalenorum","Data Deficient"
"937","Coendou rufescens","Least Concern"
"938","Coendou speratus","Endangered"
"939","Coendou spinosus","Least Concern"
"940","Coendou vestitus","Data Deficient"
"941","Coleura afra","Least Concern"
"942","Coleura kibomalandy","Data Deficient"
"943","Coleura seychellensis","Critically Endangered"
"944","Colobus angolensis","Vulnerable"
"945","Colobus caudatus","Vulnerable"
"946","Colobus guereza","Least Concern"
"947","Colobus polykomos","Endangered"
"948","Colobus satanas","Vulnerable"
"949","Colobus vellerosus","Critically Endangered"
"950","Colomys goslingi","Least Concern"
"951","Condylura cristata","Least Concern"
"952","Conepatus chinga","Least Concern"
"953","Conepatus humboldtii","Least Concern"
"954","Conepatus leuconotus","Least Concern"
"955","Conepatus semistriatus","Least Concern"
"956","Congosorex phillipsorum","Critically Endangered"
"957","Congosorex polli","Data Deficient"
"958","Congosorex verheyeni","Least Concern"
"959","Conilurus albipes","Extinct"
"960","Conilurus capricornensis","Extinct"
"961","Conilurus penicillatus","Vulnerable"
"962","Connochaetes gnou","Least Concern"
"963","Connochaetes taurinus","Least Concern"
"964","Cormura brevirostris","Least Concern"
"965","Corynorhinus mexicanus","Near Threatened"
"966","Corynorhinus rafinesquii","Least Concern"
"967","Corynorhinus townsendii","Least Concern"
"968","Coryphomys buehleri","Extinct"
"969","Craseonycteris thonglongyai","Near Threatened"
"970","Crateromys australis","Data Deficient"
"971","Crateromys heaneyi","Endangered"
"972","Crateromys paulus","Data Deficient"
"973","Crateromys schadenbergi","Endangered"
"974","Cratogeomys castanops","Least Concern"
"975","Cratogeomys fulvescens","Least Concern"
"976","Cratogeomys fumosus","Least Concern"
"977","Cratogeomys goldmani","Least Concern"
"978","Cratogeomys merriami","Least Concern"
"979","Cratogeomys perotensis","Least Concern"
"980","Cratogeomys planiceps","Least Concern"
"981","Cremnomys cutchicus","Least Concern"
"982","Cremnomys elvira","Critically Endangered"
"983","Cricetomys ansorgei","Least Concern"
"984","Cricetomys emini","Least Concern"
"985","Cricetomys gambianus","Least Concern"
"986","Cricetulus alticola","Least Concern"
"987","Cricetulus barabensis","Least Concern"
"988","Cricetulus kamensis","Least Concern"
"989","Cricetulus lama","Least Concern"
"990","Cricetulus longicaudatus","Least Concern"
"991","Cricetulus migratorius","Least Concern"
"992","Cricetulus migratorius","Least Concern"
"993","Cricetulus migratorius","Least Concern"
"994","Cricetulus sokolovi","Least Concern"
"995","Cricetulus tibetanus","Least Concern"
"996","Cricetus cricetus","Not Applicable"
"997","Cricetus cricetus","Least Concern"
"998","Cricetus cricetus","Critically Endangered"
"999","Crocidura absconditus","Data Deficient"
"1000","Crocidura afeworkbekelei","Data Deficient"
"1001","Crocidura aleksandrisi","Least Concern"
"1002","Crocidura allex","Vulnerable"
"1003","Crocidura andamanensis","Critically Endangered"
"1004","Crocidura annamitensis","Data Deficient"
"1005","Crocidura ansellorum","Endangered"
"1006","Crocidura arabica","Least Concern"
"1007","Crocidura arispa","Least Concern"
"1008","Crocidura armenica","Data Deficient"
"1009","Crocidura attenuata","Least Concern"
"1010","Crocidura attila","Least Concern"
"1011","Crocidura baileyi","Least Concern"
"1012","Crocidura baluensis","Least Concern"
"1013","Crocidura batakorum","Data Deficient"
"1014","Crocidura batesi","Least Concern"
"1015","Crocidura beatus","Least Concern"
"1016","Crocidura beccarii","Least Concern"
"1017","Crocidura bottegi","Data Deficient"
"1018","Crocidura bottegoides","Endangered"
"1019","Crocidura brunnea","Least Concern"
"1020","Crocidura buettikoferi","Near Threatened"
"1021","Crocidura caliginea","Least Concern"
"1022","Crocidura canariensis","Endangered"
"1023","Crocidura caspica","Data Deficient"
"1024","Crocidura cinderella","Least Concern"
"1025","Crocidura congobelgica","Least Concern"
"1026","Crocidura cranbrooki","Data Deficient"
"1027","Crocidura crenata","Least Concern"
"1028","Crocidura crossei","Least Concern"
"1029","Crocidura cyanea","Least Concern"
"1030","Crocidura denti","Least Concern"
"1031","Crocidura desperata","Vulnerable"
"1032","Crocidura dhofarensis","Data Deficient"
"1033","Crocidura dolichura","Least Concern"
"1034","Crocidura douceti","Least Concern"
"1035","Crocidura dsinezumi","Least Concern"
"1036","Crocidura eburnea","Least Concern"
"1037","Crocidura eisentrauti","Vulnerable"
"1038","Crocidura elgonius","Least Concern"
"1039","Crocidura elongata","Least Concern"
"1040","Crocidura erica","Data Deficient"
"1041","Crocidura fingui","Data Deficient"
